,Age,Country,Book_Count,Average_Rating,Above_Average
110826,33,144,1,9.0,0
110828,19,144,1,8.0,0
110834,33,119,3,8.0,0
110840,24,7,1,7.0,0
110842,32,119,2,8.0,0
110843,66,144,1,6.0,0
110844,43,19,1,9.0,0
110845,37,119,1,6.0,0
110853,34,119,24,7.29,1
110855,28,119,1,5.0,0
110859,47,119,1,8.0,0
110879,45,20,1,5.0,0
110883,20,119,1,8.0,0
110884,40,119,2,9.0,0
110887,58,119,26,6.38,1
110895,45,119,1,5.0,0
110899,35,119,3,10.0,0
110905,31,119,1,7.0,0
110912,36,119,109,9.02,1
110916,69,119,1,10.0,0
110919,54,119,7,6.86,1
110920,33,119,1,10.0,0
110927,34,144,1,6.0,0
110929,25,144,1,8.0,0
110930,27,144,1,7.0,0
110934,46,119,225,8.04,1
110935,52,119,1,8.0,0
110943,22,119,1,8.0,0
110945,62,119,1,6.0,0
110962,18,119,1,6.0,0
110963,36,119,1,7.0,0
110973,43,119,288,8.32,1
110974,29,119,1,8.0,0
110979,51,20,5,9.2,0
110982,55,119,1,6.0,0
110988,21,119,5,7.2,0
110990,29,119,3,8.33,0
110993,54,119,5,8.4,0
110994,29,119,1,9.0,0
110997,29,119,1,10.0,0
111003,66,20,2,5.0,0
111013,24,119,1,9.0,0
111019,21,119,18,6.78,1
111027,28,119,5,7.6,0
111041,54,119,1,9.0,0
111044,40,119,1,10.0,0
111045,20,119,5,6.6,0
111046,51,119,1,6.0,0
111051,33,119,1,4.0,0
111054,21,119,5,6.2,0
111057,25,144,1,8.0,0
111061,33,119,1,8.0,0
111068,24,119,1,7.0,0
111081,27,119,1,10.0,0
111089,67,119,1,8.0,0
111093,40,119,1,10.0,0
111096,18,119,1,7.0,0
111133,50,119,25,8.16,1
111140,30,119,1,7.0,0
111146,23,47,1,9.0,0
111147,23,20,2,7.0,0
111162,18,83,1,9.0,0
111163,44,119,1,10.0,0
111166,44,119,13,7.54,1
111172,30,119,3,8.33,0
111189,59,44,1,7.0,0
111190,53,119,39,6.9,1
111194,22,119,1,9.0,0
111196,63,119,1,8.0,0
111203,20,107,2,5.5,0
111205,49,119,1,6.0,0
111228,18,119,4,8.0,0
111238,25,7,5,6.6,0
111245,37,20,3,6.67,0
111268,45,7,1,5.0,0
111269,30,119,4,5.5,0
111273,51,119,1,7.0,0
111286,45,119,17,7.59,1
111305,57,119,1,6.0,0
111310,31,119,5,6.2,0
111337,47,119,2,8.5,0
111344,48,144,1,7.0,0
111346,42,119,3,9.0,0
111352,44,7,1,5.0,0
111353,36,7,1,8.0,0
111358,69,119,5,7.0,0
111366,27,119,1,8.0,0
111369,51,119,3,7.0,0
111371,52,119,2,6.5,0
111375,26,119,1,9.0,0
111387,52,7,1,7.0,0
111405,34,98,1,8.0,0
111413,33,119,1,7.0,0
111414,45,119,1,10.0,0
111415,56,119,2,10.0,0
111417,25,47,2,9.5,0
111422,59,119,2,7.0,0
111425,61,119,1,5.0,0
111433,23,94,2,7.0,0
111439,61,119,1,10.0,0
111442,54,119,2,7.0,0
111456,36,119,1,7.0,0
111465,39,119,1,10.0,0
111468,47,119,4,8.0,0
111470,33,119,1,4.0,0
111480,53,144,1,6.0,0
111495,22,20,3,9.33,0
111499,22,119,1,9.0,0
111501,25,119,1,10.0,0
111521,13,119,1,8.0,0
111527,64,119,1,10.0,0
111531,51,109,1,7.0,0
111539,74,119,2,9.5,0
111550,50,140,4,6.25,0
111560,47,119,1,10.0,0
111581,29,61,2,6.0,0
111582,30,17,1,7.0,0
111595,64,119,1,7.0,0
111597,63,119,1,8.0,0
111607,30,119,1,8.0,0
111627,18,119,2,7.5,0
111632,55,119,1,8.0,0
111633,18,47,1,7.0,0
111634,44,119,9,7.89,1
111637,53,119,22,6.36,1
111642,55,119,3,7.33,0
111643,21,44,1,6.0,0
111657,35,119,8,6.75,1
111680,52,119,3,9.33,0
111697,61,119,1,7.0,0
111700,45,20,1,5.0,0
111704,50,84,9,8.33,1
111707,20,20,1,7.0,0
111727,59,119,2,5.5,0
111731,26,119,6,8.33,0
111734,50,119,1,9.0,0
111740,20,47,1,5.0,0
111741,31,47,4,8.5,0
111745,32,119,3,6.0,0
111747,56,119,10,7.7,1
111758,67,107,1,8.0,0
111764,17,119,2,9.0,0
111773,21,47,1,9.0,0
111794,54,119,2,7.5,0
111828,53,119,1,8.0,0
111831,63,20,1,7.0,0
111834,50,119,1,9.0,0
111847,38,119,45,9.16,1
111849,46,137,1,7.0,0
111851,30,144,1,4.0,0
111858,16,107,1,6.0,0
111864,35,107,1,9.0,0
111874,25,144,1,9.0,0
111888,50,119,9,7.78,1
111907,14,60,2,7.0,0
111912,35,47,2,6.0,0
111924,61,119,13,6.69,1
111933,49,119,2,7.5,0
111934,42,119,1,8.0,0
111941,23,7,1,8.0,0
111943,14,137,1,6.0,0
111944,23,119,82,7.18,1
111946,27,47,1,3.0,0
111947,30,119,47,8.09,1
111953,19,20,8,8.5,1
111954,25,20,6,6.17,0
111969,44,107,1,5.0,0
111979,24,119,2,6.0,0
111981,70,119,1,9.0,0
111983,31,119,1,5.0,0
111991,29,119,3,5.67,0
111999,38,119,4,6.75,0
112001,43,119,281,9.43,1
112019,20,144,1,9.0,0
112026,17,119,33,7.27,1
112036,23,119,1,10.0,0
112069,38,119,6,8.67,0
112083,25,119,91,8.75,1
112093,35,119,59,5.54,1
112099,29,119,1,8.0,0
112102,34,119,1,8.0,0
112103,35,119,2,6.0,0
112109,33,20,15,7.53,1
112111,65,119,3,7.33,0
112113,25,20,1,9.0,0
112120,34,119,1,6.0,0
112125,33,144,1,6.0,0
112130,31,20,4,7.0,0
112136,27,119,1,10.0,0
112148,20,20,4,8.25,0
112151,35,119,1,8.0,0
112158,21,119,1,6.0,0
112169,18,119,6,8.5,0
112173,30,119,9,7.33,1
112174,31,119,2,10.0,0
112181,31,119,2,7.0,0
112190,24,47,1,6.0,0
112195,33,107,1,5.0,0
112199,72,119,9,7.11,1
112227,25,7,3,6.67,0
112231,44,119,3,5.33,0
112251,26,119,3,7.33,0
112268,39,119,1,10.0,0
112269,38,119,1,10.0,0
112272,24,119,2,8.5,0
112280,50,119,6,7.33,0
112281,24,119,1,7.0,0
112290,33,119,1,7.0,0
112292,34,119,1,10.0,0
112296,48,119,1,8.0,0
112309,44,119,1,8.0,0
112314,37,119,1,8.0,0
112319,41,119,1,8.0,0
112324,61,119,1,8.0,0
112328,41,20,1,7.0,0
112335,49,119,2,7.0,0
112349,27,107,2,7.0,0
112401,49,7,30,6.7,1
112402,36,119,8,7.5,1
112408,48,119,14,8.43,1
112412,30,119,9,8.89,1
112425,55,119,1,9.0,0
112428,34,119,3,7.67,0
112432,36,144,1,7.0,0
112437,26,119,8,9.12,1
112438,22,119,1,6.0,0
112441,27,20,1,8.0,0
112449,53,119,1,10.0,0
112457,41,144,3,4.33,0
112464,17,119,1,10.0,0
112496,51,7,1,7.0,0
112501,43,119,1,9.0,0
112507,49,119,7,8.0,1
112509,56,47,1,9.0,0
112512,27,20,11,8.36,1
112519,52,119,1,8.0,0
112530,27,47,1,7.0,0
112532,51,107,2,7.5,0
112536,45,20,1,7.0,0
112541,22,7,36,7.36,1
112548,45,119,1,10.0,0
112558,29,119,1,7.0,0
112559,37,119,42,7.21,1
112561,31,144,2,7.5,0
112570,26,119,2,7.0,0
112581,57,7,1,10.0,0
112583,75,119,1,8.0,0
112584,29,20,1,9.0,0
112597,62,20,1,4.0,0
112607,32,144,1,7.0,0
112614,46,119,3,7.0,0
112615,21,47,1,4.0,0
112621,17,119,1,5.0,0
112626,49,119,2,6.0,0
112633,60,38,1,9.0,0
112635,24,20,1,7.0,0
112637,22,119,2,5.0,0
112643,32,119,4,8.5,0
112655,10,119,1,7.0,0
112668,41,119,1,8.0,0
112672,47,119,35,9.06,1
112673,34,144,2,8.5,0
112676,57,119,1,5.0,0
112686,26,119,1,9.0,0
112693,28,119,1,8.0,0
112707,79,7,1,8.0,0
112709,42,39,10,6.4,1
112711,45,119,1,7.0,0
112719,63,119,1,8.0,0
112736,50,119,5,6.6,0
112739,20,95,1,10.0,0
112746,59,119,2,7.0,0
112754,40,119,1,5.0,0
112761,29,119,48,9.4,1
112765,35,119,14,8.57,1
112770,22,74,1,6.0,0
112776,31,104,1,9.0,0
112783,33,119,1,10.0,0
112790,57,119,1,7.0,0
112801,61,119,1,6.0,0
112805,36,119,1,8.0,0
112807,59,119,1,7.0,0
112808,52,119,1,5.0,0
112811,53,119,3,7.0,0
112812,16,119,1,8.0,0
112814,39,47,1,8.0,0
112822,49,119,1,10.0,0
112838,20,119,1,3.0,0
112841,19,119,1,5.0,0
112849,43,119,1,6.0,0
112852,26,98,2,6.0,0
112856,35,28,3,9.33,0
112864,18,119,1,8.0,0
112881,18,20,24,8.17,1
112884,48,63,1,8.0,0
112895,30,20,1,7.0,0
112896,26,119,1,10.0,0
112897,23,119,3,9.33,0
112898,45,119,1,7.0,0
112912,32,119,1,8.0,0
112919,55,119,1,9.0,0
112920,37,119,1,7.0,0
112921,15,119,1,8.0,0
112924,29,119,1,10.0,0
112931,34,119,4,8.25,0
112932,34,119,1,10.0,0
112933,38,107,1,8.0,0
112940,11,119,1,4.0,0
112946,51,119,1,5.0,0
112953,31,119,36,8.47,1
112960,59,119,1,8.0,0
112961,46,119,1,10.0,0
112968,53,119,1,5.0,0
112972,55,119,2,6.0,0
112974,15,137,1,5.0,0
112977,33,20,4,7.25,0
112979,60,119,11,6.82,1
112985,62,119,1,8.0,0
112986,68,119,7,8.43,1
112997,50,44,1,5.0,0
112998,37,119,1,8.0,0
113029,20,119,1,10.0,0
113030,25,20,31,9.29,1
113033,65,20,1,10.0,0
113051,58,119,1,8.0,0
113076,35,119,1,7.0,0
113088,36,119,2,4.0,0
113094,75,119,1,8.0,0
113095,53,119,1,7.0,0
113096,55,119,1,7.0,0
113099,43,119,1,8.0,0
113106,27,144,2,8.5,0
113120,49,7,1,5.0,0
113121,27,119,3,8.0,0
113135,33,119,1,9.0,0
113139,36,119,2,8.0,0
113140,61,119,2,6.0,0
113142,35,119,2,6.0,0
113153,51,144,1,8.0,0
113155,28,119,5,8.6,0
113158,34,144,1,10.0,0
113182,32,119,1,9.0,0
113200,47,107,1,7.0,0
113202,72,119,1,10.0,0
113203,23,20,5,7.6,0
113210,58,119,1,5.0,0
113212,52,119,2,8.0,0
113219,17,119,1,9.0,0
113234,43,119,2,8.0,0
113235,21,119,1,5.0,0
113249,28,119,1,10.0,0
113252,43,119,1,6.0,0
113255,47,119,1,9.0,0
113259,30,119,6,6.83,0
113265,50,119,1,6.0,0
113266,25,98,4,7.5,0
113270,25,119,104,7.77,1
113275,38,44,4,6.5,0
113277,23,119,31,9.26,1
113279,24,119,19,6.84,1
113286,50,119,1,6.0,0
113292,38,119,23,6.43,1
113294,47,119,1,8.0,0
113315,51,119,1,10.0,0
113322,62,119,1,2.0,0
113325,44,119,1,9.0,0
113334,40,20,39,7.51,1
113336,48,119,1,5.0,0
113340,37,119,2,7.5,0
113348,53,119,3,8.33,0
113349,61,119,1,8.0,0
113354,30,84,1,8.0,0
113356,67,20,1,8.0,0
113364,44,119,12,6.42,1
113365,47,119,4,8.5,0
113375,16,119,2,6.5,0
113382,28,119,1,9.0,0
113383,46,119,4,7.25,0
113389,28,9,1,5.0,0
113405,68,119,1,10.0,0
113417,49,119,1,8.0,0
113420,41,119,1,6.0,0
113425,47,119,2,5.0,0
113427,32,119,1,9.0,0
113435,49,119,25,7.32,1
113467,37,119,8,8.0,1
113469,45,119,1,8.0,0
113475,36,119,24,5.0,1
113479,32,119,1,7.0,0
113481,15,119,1,8.0,0
113495,46,119,1,5.0,0
113531,63,119,24,6.5,1
113537,29,47,7,7.86,1
113540,54,119,3,7.33,0
113564,24,44,1,8.0,0
113567,57,144,1,8.0,0
113586,25,119,3,10.0,0
113588,15,44,1,6.0,0
113602,52,119,8,8.12,1
113605,39,119,2,10.0,0
113608,29,47,2,7.0,0
113612,32,47,7,5.71,1
113626,58,119,1,8.0,0
113630,56,119,7,7.43,1
113633,42,119,7,6.86,1
113640,61,119,1,6.0,0
113648,23,7,3,6.67,0
113649,35,119,1,10.0,0
113661,39,119,14,9.57,1
113662,53,119,2,7.5,0
113664,49,119,1,10.0,0
113679,53,119,1,8.0,0
113680,47,119,2,5.0,0
113690,42,119,1,5.0,0
113696,61,119,1,7.0,0
113700,58,119,2,7.0,0
113723,33,119,5,5.8,0
113761,22,47,1,5.0,0
113765,35,44,1,10.0,0
113777,52,119,4,7.25,0
113778,46,119,6,9.17,0
113779,48,119,1,6.0,0
113790,53,119,2,5.5,0
113800,37,144,1,9.0,0
113801,26,119,1,9.0,0
113814,40,119,1,10.0,0
113817,25,7,21,7.9,1
113819,40,119,3,6.33,0
113835,45,119,3,5.0,0
113851,40,119,2,4.0,0
113855,22,119,1,8.0,0
113856,22,119,2,8.0,0
113859,24,119,2,6.5,0
113861,14,119,1,8.0,0
113866,24,119,3,8.0,0
113876,30,20,1,10.0,0
113885,43,119,1,8.0,0
113899,17,7,1,5.0,0
113902,36,119,3,8.0,0
113903,32,119,1,7.0,0
113904,31,119,33,7.27,1
113906,31,119,1,7.0,0
113912,35,119,1,9.0,0
113913,49,119,2,8.5,0
113919,39,119,2,7.5,0
113928,43,20,1,4.0,0
113933,66,20,1,10.0,0
113955,16,119,80,7.62,1
113959,57,144,1,7.0,0
113966,27,119,16,5.19,1
113967,57,119,1,7.0,0
113983,39,119,96,7.02,1
113984,64,119,1,7.0,0
113989,63,119,7,6.14,1
113992,55,119,2,6.0,0
114001,52,119,1,7.0,0
114016,31,119,6,8.17,0
114018,20,119,1,10.0,0
114037,56,20,1,7.0,0
114039,38,119,1,8.0,0
114043,58,44,3,7.0,0
114048,30,119,1,7.0,0
114050,73,119,2,7.0,0
114052,26,119,1,5.0,0
114066,48,144,2,10.0,0
114071,28,119,1,10.0,0
114075,38,84,10,8.5,1
114078,32,84,2,8.0,0
114079,36,119,1,10.0,0
114081,35,47,1,7.0,0
114103,46,119,1,5.0,0
114107,72,20,2,10.0,0
114115,26,109,1,5.0,0
114141,64,119,1,9.0,0
114178,30,65,88,7.86,1
114182,32,20,1,9.0,0
114197,28,20,6,6.83,0
114200,41,119,14,8.07,1
114202,16,119,1,6.0,0
114210,35,20,6,7.0,0
114217,24,74,20,6.25,1
114218,42,119,6,6.5,0
114219,20,144,1,10.0,0
114223,25,144,1,9.0,0
114231,28,119,1,1.0,0
114240,34,107,1,6.0,0
114241,32,119,1,10.0,0
114251,50,47,3,7.33,0
114258,30,119,9,8.89,1
114271,49,119,4,7.25,0
114279,42,144,18,7.78,1
114280,54,7,1,10.0,0
114292,47,119,3,9.67,0
114298,28,119,3,7.33,0
114301,22,7,2,6.5,0
114304,31,119,5,6.2,0
114306,43,20,11,8.55,1
114315,21,119,1,6.0,0
114327,37,119,1,7.0,0
114337,27,7,2,9.5,0
114344,22,20,1,9.0,0
114345,36,119,1,7.0,0
114355,25,119,3,6.33,0
114360,25,119,1,7.0,0
114362,28,119,3,6.67,0
114368,33,119,603,6.05,1
114374,20,119,2,9.0,0
114376,12,20,1,10.0,0
114378,30,119,9,5.0,1
114379,31,119,7,7.29,1
114384,23,119,1,10.0,0
114395,28,119,1,8.0,0
114396,30,144,1,7.0,0
114412,27,20,1,9.0,0
114413,29,119,6,6.5,0
114414,27,119,57,7.63,1
114434,39,119,1,9.0,0
114439,34,144,1,8.0,0
114444,34,119,60,7.32,1
114446,26,144,24,8.0,1
114448,45,119,2,7.5,0
114452,26,119,6,7.17,0
114467,38,119,4,6.0,0
114479,30,119,1,9.0,0
114483,33,119,5,8.2,0
114492,25,119,3,7.33,0
114498,37,119,5,8.6,0
114506,36,119,1,8.0,0
114528,26,119,1,8.0,0
114534,38,119,2,7.5,0
114538,22,144,2,7.5,0
114544,35,119,86,6.84,1
114558,34,119,1,2.0,0
114562,37,119,3,8.33,0
114563,25,119,2,9.0,0
114572,28,119,1,10.0,0
114578,27,119,1,10.0,0
114581,23,119,33,9.0,1
114592,25,119,6,5.83,0
114595,30,144,1,8.0,0
114611,25,119,11,5.73,1
114620,32,119,3,8.67,0
114623,34,119,2,7.5,0
114627,65,119,3,9.33,0
114629,31,119,15,7.27,1
114639,60,119,3,10.0,0
114641,38,119,1,8.0,0
114643,29,119,6,8.83,0
114649,33,119,3,7.67,0
114650,22,144,2,9.5,0
114655,23,20,13,5.08,1
114658,36,7,1,5.0,0
114674,44,119,1,9.0,0
114688,24,20,2,5.5,0
114698,81,119,2,7.5,0
114700,28,119,25,7.64,1
114707,49,119,1,8.0,0
114722,22,119,3,10.0,0
114724,32,119,3,5.0,0
114725,29,119,1,10.0,0
114750,25,119,2,9.0,0
114756,34,119,3,9.0,0
114757,67,7,1,10.0,0
114767,27,119,1,10.0,0
114771,18,119,1,5.0,0
114785,29,119,7,8.29,1
114793,34,20,1,7.0,0
114798,35,119,2,8.0,0
114820,49,119,1,8.0,0
114822,25,119,2,7.0,0
114823,35,119,1,8.0,0
114828,28,20,1,7.0,0
114831,27,144,1,9.0,0
114834,31,119,2,8.5,0
114845,33,119,1,10.0,0
114850,20,20,2,8.0,0
114860,24,20,1,9.0,0
114866,28,119,1,7.0,0
114868,31,20,124,8.07,1
114874,32,47,3,5.33,0
114885,22,144,1,7.0,0
114889,30,7,1,8.0,0
114893,32,144,30,8.1,1
114897,22,20,1,7.0,0
114902,52,119,1,8.0,0
114904,32,109,1,8.0,0
114905,36,119,1,8.0,0
114911,21,119,3,9.33,0
114919,24,119,3,5.0,0
114921,31,119,3,6.33,0
114924,31,54,1,7.0,0
114929,56,144,1,4.0,0
114930,24,119,1,9.0,0
114937,28,119,4,8.25,0
114949,35,119,1,9.0,0
114955,32,119,1,8.0,0
114964,25,119,1,7.0,0
114977,37,119,1,7.0,0
114983,21,7,8,6.38,1
114988,37,119,205,7.21,1
115003,43,119,186,7.94,1
115006,55,7,8,6.75,1
115027,33,47,1,6.0,0
115028,33,107,1,5.0,0
115031,28,119,1,8.0,0
115048,27,119,1,10.0,0
115053,30,119,1,7.0,0
115054,32,119,1,8.0,0
115091,26,119,1,5.0,0
115101,19,43,1,5.0,0
115109,38,119,4,7.0,0
115117,19,20,4,7.0,0
115120,29,119,30,7.2,1
115131,54,20,1,8.0,0
115144,50,86,1,10.0,0
115148,24,20,1,8.0,0
115150,59,119,6,7.0,0
115153,38,7,2,8.0,0
115171,43,119,1,10.0,0
115198,31,44,2,8.0,0
115205,24,119,1,8.0,0
115208,16,119,1,7.0,0
115224,25,119,10,8.0,1
115234,32,119,3,6.67,0
115238,25,119,1,6.0,0
115247,14,20,1,10.0,0
115259,32,44,3,6.33,0
115266,61,119,3,5.67,0
115303,43,119,2,3.5,0
115304,40,144,1,7.0,0
115307,66,119,1,8.0,0
115328,52,119,2,8.0,0
115337,57,7,1,8.0,0
115341,37,119,1,8.0,0
115349,52,119,1,7.0,0
115350,24,119,1,9.0,0
115351,32,119,1,10.0,0
115372,37,7,3,8.0,0
115392,30,109,6,9.17,0
115407,28,20,1,5.0,0
115410,29,84,7,7.0,1
115413,18,119,1,9.0,0
115435,30,119,91,8.54,1
115474,24,119,1,9.0,0
115483,26,119,1,9.0,0
115485,17,119,1,7.0,0
115488,22,7,11,7.45,1
115495,20,7,1,7.0,0
115502,44,119,1,6.0,0
115511,12,119,1,7.0,0
115512,22,119,1,5.0,0
115518,34,144,1,6.0,0
115519,17,20,1,9.0,0
115536,32,119,3,9.33,0
115537,50,20,32,8.12,1
115539,32,119,1,8.0,0
115547,24,119,1,8.0,0
115549,29,119,1,5.0,0
115552,30,20,14,7.07,1
115560,21,144,1,8.0,0
115562,16,119,1,9.0,0
115567,28,119,3,4.67,0
115572,23,119,71,8.51,1
115583,21,119,1,10.0,0
115589,44,47,12,5.75,1
115595,55,159,1,8.0,0
115604,17,119,1,5.0,0
115611,26,28,1,5.0,0
115614,19,7,4,6.75,0
115624,63,144,1,6.0,0
115641,23,119,2,9.0,0
115643,14,7,1,9.0,0
115649,21,119,1,9.0,0
115655,18,20,3,8.33,0
115659,18,7,1,6.0,0
115664,24,119,1,7.0,0
115665,30,20,2,8.5,0
115666,24,119,2,8.5,0
115675,23,119,2,7.5,0
115678,34,119,21,5.33,1
115679,16,119,14,8.57,1
115683,21,119,1,10.0,0
115690,22,148,1,7.0,0
115692,33,119,64,7.36,1
115693,30,119,3,6.33,0
115700,29,119,10,8.4,1
115707,59,119,3,6.67,0
115713,28,144,1,7.0,0
115714,41,119,2,4.5,0
115727,16,7,1,6.0,0
115745,16,119,1,5.0,0
115751,17,119,5,9.6,0
115752,29,119,6,10.0,0
115759,39,119,16,6.0,1
115769,24,119,1,7.0,0
115787,57,119,1,10.0,0
115792,29,20,5,7.6,0
115800,30,119,1,8.0,0
115827,32,20,1,8.0,0
115841,60,119,33,6.82,1
115847,30,119,5,7.6,0
115850,52,119,1,9.0,0
115851,39,119,1,5.0,0
115864,36,20,1,7.0,0
115874,59,137,2,9.0,0
115875,39,137,5,5.8,0
115883,37,119,1,10.0,0
115888,40,119,1,6.0,0
115896,13,119,1,8.0,0
115900,26,119,3,6.0,0
115904,27,144,3,8.33,0
115905,28,20,4,6.75,0
115907,37,119,9,6.89,1
115917,34,119,3,6.33,0
115919,36,119,3,8.67,0
115934,44,119,3,3.67,0
115940,26,119,3,9.33,0
115942,43,119,2,7.5,0
115948,49,119,3,8.33,0
115952,27,119,1,10.0,0
115953,36,119,16,9.12,1
115969,27,119,1,7.0,0
115971,31,119,17,9.24,1
115975,20,119,1,9.0,0
115981,22,7,1,7.0,0
115984,27,119,1,7.0,0
115995,34,119,2,5.5,0
115997,32,119,7,7.71,1
115998,49,119,10,7.2,1
116000,43,33,1,9.0,0
116003,18,7,1,8.0,0
116004,31,119,1,8.0,0
116005,28,20,30,8.6,1
116006,34,47,28,7.86,1
116031,46,137,13,5.08,1
116036,20,107,2,7.0,0
116041,34,119,8,8.25,1
116047,32,119,2,8.5,0
116059,28,20,1,7.0,0
116062,35,119,1,8.0,0
116063,30,119,8,8.38,1
116070,25,119,6,8.83,0
116074,37,47,1,7.0,0
116076,65,14,1,10.0,0
116089,54,119,1,5.0,0
116099,30,119,1,8.0,0
116102,25,119,1,8.0,0
116103,56,119,2,8.0,0
116113,47,119,2,7.5,0
116122,31,119,63,7.73,1
116123,21,119,12,8.08,1
116137,56,119,1,9.0,0
116140,34,119,1,2.0,0
116149,20,119,4,7.25,0
116154,60,47,1,8.0,0
116160,39,119,4,7.75,0
116167,36,28,1,8.0,0
116168,48,119,2,9.0,0
116170,24,119,2,7.5,0
116180,19,119,1,7.0,0
116187,57,144,3,9.0,0
116191,39,119,1,9.0,0
116195,45,119,2,6.0,0
116210,46,84,7,7.29,1
116220,32,119,6,8.5,0
116223,24,119,4,6.25,0
116232,41,119,3,5.67,0
116241,33,119,4,7.5,0
116245,39,119,1,9.0,0
116266,28,119,1,4.0,0
116267,34,119,1,9.0,0
116271,36,119,1,5.0,0
116280,57,119,1,10.0,0
116283,25,119,1,7.0,0
116291,24,107,1,8.0,0
116301,30,119,20,9.25,1
116306,37,119,3,5.0,0
116310,35,119,3,9.0,0
116311,63,119,3,6.67,0
116313,35,119,16,8.31,1
116320,29,119,2,6.0,0
116327,53,119,1,7.0,0
116337,31,119,1,7.0,0
116339,37,119,2,8.0,0
116341,22,14,2,5.0,0
116347,33,144,1,6.0,0
116356,18,119,2,10.0,0
116357,23,119,1,4.0,0
116363,45,119,1,10.0,0
116365,28,119,1,6.0,0
116367,26,144,2,9.5,0
116377,19,7,3,5.67,0
116381,39,119,3,6.0,0
116391,50,119,7,8.57,1
116403,33,119,1,8.0,0
116408,35,119,8,6.75,1
116417,50,111,1,7.0,0
116420,47,119,1,8.0,0
116428,47,20,11,7.09,1
116440,54,20,1,7.0,0
116464,21,119,2,8.5,0
116477,17,144,1,10.0,0
116486,30,20,2,5.5,0
116489,25,119,2,6.0,0
116494,46,119,1,8.0,0
116496,35,119,1,7.0,0
116505,28,119,1,7.0,0
116510,64,119,1,10.0,0
116515,21,119,1,8.0,0
116521,25,119,10,7.9,1
116526,38,119,3,8.67,0
116533,46,119,1,10.0,0
116534,18,95,1,8.0,0
116545,30,20,1,7.0,0
116548,42,119,2,7.5,0
116549,44,119,8,6.38,1
116552,34,119,1,8.0,0
116555,43,119,12,8.42,1
116559,54,119,1,9.0,0
116563,37,119,2,9.5,0
116577,41,119,2,7.5,0
116599,29,59,129,9.28,1
116600,37,119,1,6.0,0
116607,45,119,1,7.0,0
116624,55,119,1,9.0,0
116630,61,119,4,8.0,0
116664,60,119,2,7.5,0
116669,42,144,3,6.33,0
116674,36,119,5,8.4,0
116676,47,20,10,6.9,1
116697,28,107,1,6.0,0
116703,43,119,1,10.0,0
116721,24,119,1,8.0,0
116723,76,7,1,8.0,0
116740,50,119,3,8.0,0
116744,32,119,11,9.0,1
116746,66,119,4,4.25,0
116755,24,119,1,6.0,0
116758,38,119,51,8.22,1
116759,62,119,2,7.0,0
116761,45,47,1,5.0,0
116763,71,119,8,9.0,1
116777,49,119,1,2.0,0
116796,75,119,2,8.0,0
116800,52,119,2,8.0,0
116817,26,119,1,10.0,0
116819,24,119,2,8.5,0
116820,45,119,1,10.0,0
116826,54,119,1,7.0,0
116828,23,119,2,9.5,0
116838,50,119,1,8.0,0
116840,20,119,1,10.0,0
116847,71,119,1,7.0,0
116856,46,119,8,7.38,1
116857,55,119,2,9.0,0
116870,58,20,2,6.0,0
116873,47,119,5,7.6,0
116876,36,119,1,8.0,0
116897,43,119,9,5.89,1
116904,38,119,36,8.36,1
116918,29,110,1,8.0,0
116922,25,119,1,5.0,0
116925,58,7,1,10.0,0
116926,44,119,1,9.0,0
116931,24,119,21,7.67,1
116948,32,20,4,7.75,0
116950,36,119,5,6.6,0
116972,42,119,4,6.25,0
116975,38,107,1,7.0,0
116994,41,84,1,6.0,0
116999,24,47,1,5.0,0
117003,33,119,1,8.0,0
117013,25,119,1,10.0,0
117029,42,107,2,4.0,0
117037,45,20,3,6.67,0
117045,33,44,1,8.0,0
117061,29,119,1,7.0,0
117068,27,119,4,8.75,0
117073,19,119,1,5.0,0
117080,42,119,2,8.5,0
117082,17,119,2,9.0,0
117092,53,20,6,8.0,0
117097,43,119,4,7.0,0
117103,28,119,1,6.0,0
117109,32,63,2,6.5,0
117111,30,20,26,7.38,1
117112,25,20,1,8.0,0
117116,30,119,1,5.0,0
117123,30,119,7,7.71,1
117124,33,7,1,4.0,0
117130,30,119,1,4.0,0
117131,56,20,2,7.0,0
117132,66,119,29,8.21,1
117142,39,119,2,9.0,0
117145,29,119,1,8.0,0
117149,23,107,1,7.0,0
117154,74,107,1,10.0,0
117157,43,119,2,10.0,0
117164,49,119,5,6.8,0
117173,29,56,3,7.0,0
117176,34,119,1,10.0,0
117177,36,119,2,7.0,0
117188,48,119,1,8.0,0
117200,20,119,2,6.0,0
117215,27,119,2,6.0,0
117222,34,47,1,5.0,0
117233,36,119,1,7.0,0
117241,33,47,3,6.0,0
117255,29,119,6,7.17,0
117273,21,47,1,6.0,0
117275,35,104,1,7.0,0
117285,48,119,1,7.0,0
117288,20,119,1,8.0,0
117290,40,119,1,8.0,0
117291,33,119,1,7.0,0
117308,29,119,1,10.0,0
117310,29,119,1,8.0,0
117313,44,119,1,8.0,0
117319,25,119,1,10.0,0
117326,18,119,1,7.0,0
117335,31,119,1,9.0,0
117336,69,119,2,7.5,0
117345,31,119,7,7.43,1
117358,35,119,1,3.0,0
117360,30,119,1,10.0,0
117361,46,119,1,10.0,0
117371,17,119,1,7.0,0
117378,41,119,1,10.0,0
117395,24,119,1,9.0,0
117398,52,119,4,6.0,0
117401,55,119,1,6.0,0
